	names	category_names	prices	notCorrect
2827	BWXS-Pro00777mmClearMRCnano純淨濾鏡超薄高硬度奈米鍍膜	UV保護鏡	1500	0
2828	豐田TOYOTA扶手箱VIOS手扶箱中央扶手箱車用扶手免打孔中央手扶箱收x07eb3;盒置物盒手扶箱帶USB	其他	532	0
2829	限量促銷全新原廠OLYMPUSLI-42B公司貨鋰電池740mAh	OLYMPUS	335	0
2830	"＊＊便宜出清＊＊	日版NDS大人的常識力鍛練7-11取貨付款"	其他類型	50	0
2831	W121HY2111240006W121BU2111213961	完成品	1366	0
2832	A7CHIM-JP049I:P化妝舞孃亮面95-98分日製	遊戲王	200	0
2833	MAZDA馬自達MPV97-方向機和尚頭拉桿和尚頭台製全新品全車系皆可詢問如需其他零件請私訊	其他	250	0
2834	適用於BeatsMixr魔音耳機套海棉套耳套皮耳罩維修配件	耳機附件	478	0
2835	〔GR拍賣〕DBGI-JP041夢幻界獅鷲普卡90-95分	遊戲王	5	0
2836	MRHOBBYXGM鋼彈麥克筆皇家金屬紅XGM03P	模型漆、底漆	80	0
2837	純正全304公道杯濾網鴨舌型內壁拉絲、雙層底網過濾設計茶海濾網茶漏可加購底座>x02661;東東台灣茶x02661;	 中式	50	0
2838	AV達人BD藍光命運好好玩CLICK台灣繁中字幕凡赫辛、決戰異世界凱特貝琴薩-我的失憶女友亞當山德勒	劇情	540	0
2839	EPSONT0493原廠紅色墨水匣	EPSON	150	0
2840	新品買二送一創意卡通發光帶燈鑰匙扣女ins網紅情侶汽車鑰匙鏈圈男書包小挂件	卡漫造型	179	0
2841	三日書店無刮范曉萱純摯年代黃金精選集正版附歌本｜福茂｜042284488020｜2102	女歌手	70	0
2842	人文地理臺灣原住民文化三與鹿共舞光華畫報雜誌社編著大納悶泡泡書屋DB14	風土民情	150	0
2843	二通流量調節閥4轉4孔徑閥液體氣體調節閥排氣排水大小流量調節水族飲水配件	其他	30	0
2844	INOV-JP047芳香熾天使-迷迭香亮面	遊戲王	45	0
2845	零度說智能腹肌貼健腹儀腹肌健身器材家用腹部貼肌肉訓練儀懶人健腹器健身腰帶戶外運動按摩放鬆	其他品牌	659	0
2846	滑板車配件小米米家騎記一代電動助力自行車EF1力矩片原裝傳感器三變速轉把現貨	配件	3546	0
2847	寶可夢PTCG中文版第四彈閃卡CHR瑪狃拉瓦斯彈艾路雷朵謎擬Q長毛狗煤炭龜波加曼弱丁魚皮卡丘	大型電玩街機	30	0
2848	寶貝天空幾何推理遊戲腦力大作戰,疊環遊戲,幾何思維空間推理,桌遊遊戲玩具,益智休閒團康活動	桌遊系類	315	0
2849	RCGF11811018遙控車專用防丟失車扣繩R扣繩一包兩條鋼繩含四個R銷A979	引擎、車組零件	60	0
2850	"享受吧！一個人的旅行│馬可孛羅│伊莉莎白．吉兒伯特八成新、無劃記、無章釘Q4399一品冊	"	電影原著	10	0
2851	台灣現貨RGBLED電競發光滑鼠墊電競滑鼠墊3080cm加厚版4mm遊戲滑鼠墊超大滑鼠墊滑鼠墊	其他筆電周邊	299	0
2852	enya恩亞生活米森有機熟黑芝麻粒145g包	飲料、飲品	114	0
2853	MiniArt135二戰羅馬尼亞76mmTacam驅逐戰車T-60底盤全內構35230	軍事車輛	1120	0
2854	韶韻音響FURUTECH古河頂級CF35R碳纖維鍍銠63mm轉35mm轉接頭免運費	其他線材	1300	0
2855	限定下標區if1200dc-10A330mrtt	民航機	100	0
2856	貝爾車貼汽車貼紙心跳心動動感曲線heartbeat創意藝術防水玻璃貼紙尾標貼	其他機車百貨	189	0
2857	露天書寶二手書T1影視_LD7用鋼筆戰鬥的電影筆記：楚浮、高達、侯麥等電影大師的搖籃，探索現代電影藝術的六十年旅程_愛蜜	電影	169	0
2858	約克夏中國人民銀行二版1953年伍角5角褐色水壩星水印5張連號保真99新限johnnylam1206下標	人民幣	700	0
2859	x0ff3b;愛將精品x0ff3d;三陽達可達50零件全新汽油浮筒汽油浮標	其他機車百貨	160	0
2860	AA1963西洋歐美封面另加5元片Nubiles-CastingVol10		30	0
2861	山葉大兜風100碼表二次回收盒請ralf0316下標	其他機車百貨	60	0
2862	金光閃閃最低價現貨SPL-2彩色接線端子送固定卡座二進二出電線連接器快速連接端子電線接頭對接器	其他五金工具	10	0
2863	KS新上市MIB寬楦鋼頭防滑鞋氣墊安全鞋全新商品plu603B09	靴子	1100	0
2864	穩定度最高的POWER振華BRONZEKING400W銅牌3年保	400W	1190	0
2865	日本洛克人XUBIQ帆布鞋27號日本帶回已絕版	帆布鞋	5400	0
2866	TOMICA多美小汽車黑盒PREMIUMNo013法拉利Dino246GT初回2台一起賣11421	1:64	429	0
2867	後雨山古風漢服唯美仙女玻璃流蘇珍珠額飾水滴眉心墜百搭可愛頭飾	假髮	540	0
2868	沖泡穀粉小舖純南瓜子粉南瓜籽粉>無糖天天現磨100%純天然無添加即沖即飲	米、麵、穀物	175	0
2869	櫻工坊ZXZX極點超越編幻想B37-016N卡黑色子彈敬德	其他紙牌遊戲	2	0
2870	黑貓測試商品-2	Ruten測試類別	400	0
2871	電烤箱發熱管加熱管電熱管110v400w烘培電烤箱配件干燒管	其他五金工具	162	0
2872	SFC日版GAME快打刑事41681855	動作冒險	250	0
2873	嚴選眼鏡=RayBan雷朋黑色太陽眼鏡綠鏡片RB3454E00271正規代理旭日公司貨	中性	3300	0
2874	年終甩賣立書架落地閱讀架讀書架便捷式單手翻書看書架成人夾書器懶人床上支架書夾書靠書露天拍賣	書架、雜誌架	980	0
2875	樂世代87552透明淺藍色1x2x2壁板窗戶	零件、配件	5	0
2876	polo衫男士潮牌翻領短袖T恤寬松大碼日系百搭純棉半袖夏季情侶裝	圓領短袖T	239	0
2877	阿米格Amigo│方橙FC3425勇者行動之剿滅毒梟軍事系列積木非樂高但相容	套裝盒組	790	0
2878	皮卡胖-黑18SP-JP304噴射同步者亮面	遊戲王	130	0
2879	樂兒館※風車圖書我的兒歌歡唱歌謠-FOOD超人│有聲書帶麥克風B427b	台灣童謠	380	0
2880	冠亦商行似香奈兒五號香精10ml-8030ml-15050ml-210100ml-350	其他	80	0
2881	點子電腦北投中古IntelPENTIUMG3260雙核心CPU1150腳位250元	Pentium	250	0
2882	UD工具網4mm銼刀鏈鋸銼刀鍊鋸銼刀鏈鋸挫刀挫刀可搭配挫刀架磨鏈鋸刀磨鏈條	刀	70	0
2883	中華民國五十八年五圓	台灣紙鈔	15	0
2884	---機車零件--露天小資---924Kawasaki川崎B1-125白鐵蓋後搖臂孔塞鏈條孔塞一台份三個	其他機車零組件	500	0
2885	頑具酷x玩具庫DC羅德斯島戰記C089	其他類型	600	0
2886	2包10個HITACHI日立吸塵器紙袋集塵紙袋CVP6CV-AM14	集塵袋	170	0
2887	我愛集郵E0024-低價直購-75年先總統蔣公百年誕辰紀念郵票-原膠美品	台灣郵票	42	0
2888	明智珠心算教材－乘除算基礎編下冊　　　書號：乘除下冊	其他	75	0
2889	美國OXBOW健康御守-果酸錠60錠202301	飼料、零食	300	0
2890	御宅族JDREAM代理轉蛋扭蛋關東煮鍋與蒸包機全4種現貨	生活用品、食物	320	0
2891	手套	手套	200	0
2892	"RenderSilent	歸於沈靜英RNAGuildKitGK2效忠拉尼卡公會包"	魔法風雲會	30	0
2893	大翰先生現貨代理版萬代Figuartsmini86不存在的戰區蕾娜17040-0504	其他	590	0
2894	RO年份頂級套裝組10英吋濾心純水機淨水器濾水器貨號9014七星淨水	淨水器	480	0
2895	˙附發票＊東北五金＊高品質三段伸縮雙頭起子組18PC螺絲起子組YS-7020可任意變換起子長度	其他五金工具	160	0
2896	電腦週邊HDMI延長器HDMI延長線HDMI轉RJ45支援30米A066	其他網路設備	90	0
2897	手機走不神器自動搖搖計步器擺動刷步數搖晃架物理瑤瑤步器雙機	其他	329	0
2898	遊戲王1107BACH-JP002次元咒術師普卡OK遊戲王	遊戲王	5	0
2899	WJ9二戰部門AL美軍16似國軍款水壼附連杯一個把手可動有水壼套mini模型	其他	200	0
2900	法國PAPO純正品51168普瓦圖驢長毛驢_精緻仿真模型農場動物_益智教育生日禮品擺飾自然保育_現貨面交	教育玩具	279	0
2901	樂達特價現貨日版SHF星際大戰四部曲：曙光乍現莉亞公主550149	星際大戰	1620	0
2902	夢軍團萬代威化餅LoveLive收藏卡碧藍幻想xLL第1彈特殊質感卡N07東條希	收集卡	150	0
2903	原裝KEYENCE基恩士光電傳感器反射板OP-84219鏡面反射型用	溫度感測器	428	0
2904	裝MAX232MAX232CPEMAX232EPEDIP16直插RS-232介面197-01376	其他	4	0
2905	紫月亮天鵝絨刷毛保暖衣衛生衣發熱衣內搭衣內衣不刺癢不過敏超保暖彈性佳立領半高領L2L	方領長袖T	310	0
2906	HK日版萬代黑色四葉草阿斯塔尤諾諾艾兒西爾法橡膠掛件扭蛋	其他港系公仔	430	0
2907	小太陽玩具屋KABI木製人物四面拼插積木木製積木拼插積木扮家家酒立體積木木製拼圖人偶積木8032	其他	208	0
2908	三菱MITSUBISHI吊隱式空調遙控器SEZ-KD25VALKD71VAL型式相同-才能適用	MITSUBISHI 三菱	650	0
2909	x0264f;x0fe0f;CBLZ-JP006ZW－風神雲龍劍銀字	遊戲王	5	0
2910	＊廚房世界＊高雄瓦斯爐零件高雄檯面爐零件IC點火器65295;雙口爐用65295;送電池盒	排油煙機、瓦斯爐	450	0
2911	松梅桌遊舖WS輝夜姬想讓人告白KGLS79-013C石上優單卡	其他紙牌遊戲	3	0
2912	TECOTL3902TREM6306P01S066三合一板	電視維修零組件	800	0
2913	DARK拍賣遊戲王-金亮DL4-123　絕對防禦將軍	遊戲王	15	0
2914	飛兒紙箱護角！紙箱家俱搬運防撞塑膠護角三面塑膠護角塑膠護角保護角防撞角包角防撞膠角打包護角77	其他	2	0
2915	冰馨遊戲王英文一刷DUPO-EN063銀河眼FA光子龍金亮99%搜:VB17-JP002	遊戲王	159	0
2916	BCS武器空間WST一代護具戶外野戰戰術防護護膝兩色可選-CHT016	其他	350	0
2917	■預購■官網通販｜Hololive1stLiveBloom雪花菈米吊飾0227	其他	320	0
2918	漫畫絕版，早期版本櫻花社-鳥山明-SANDLAND沙漠大冒險12完	動作冒險	100	0
2919	硫酸鋅1kg4kgZincSulfate鋅肥-雅絲娜原料館	其他	100	0
2920	大鳥叔叔模型BANPRESTO代理版現貨從零開始的異世界生活休息時間雷姆SUMMERver	日本景品	370	0
2921	愛麗絲卡舖DP25-JP021花騎士團的白馬銀字	遊戲王	4	0
2922	6吋蛋糕盒_開窗森林甜點附內襯_2入_AB-1016吋蛋糕盒開窗蛋糕盒手提蛋糕盒	其他紙類製品	78	0
2923	HAPPY夏普遊戲王SD33-JP025禁忌的聖杯普卡	遊戲王	5	0
2924	藝城美術百晟BAICHEN豬鬃毛油畫扇形筆油畫筆14號	水彩筆、油畫筆	104	0
2925	小米小米9Mi9可插卡原廠背蓋後殼後蓋背殼手機殼手機套皮套保護套保護殼N1944	其他品牌	340	0
2926	妖妖店鋪超商繳費Steam三國志13威力加強版RTK13FAMEANDSTRATEGY數位版	動作冒險	99	0
2927	朵依小舖LEGOTile2x3Pentagonal223856270424透明淺藍盾牌五角平板	零件、配件	8	0
2928	PTCG中文版067S-P櫻花寶PR道館卡道館	神奇寶貝	99	0
2929	全新未組模型飛機	1：48	270	0
2930	x065e0;核口哨体育老x05e08;x04e13;用x07bee;球裁判口哨x06237;外比x08d5b;海豚哨子x04e13;x04e1a;x08bad;x07ec3;足球	其他	22	0
2931	煮婦必備　可拉伸　歐美熱賣stretchfresh食物矽膠保鮮膜4入	其他廚房用品	99	0
2932	漫步香爐不見山臥香盒沉香焚香爐居家茶道香薰爐陶瓷線香爐書房客廳檀香插	香爐、香品	380	0
2933	雷根5健康，美麗自然來：陸文灝青春美形操附光碟360免運85成新X053單頁有摺頁	其他 	139	0
2934	TrueBlueMiniPS1mini遊戲棒兼容開源模擬器擴展包內置7000遊戲遊戲機專用	遊戲主機	933	0
2935	硬漢館IMAXB6AC平衡充電器多功能智能鋰電池充電器80W航模車模送線	車輛 	950	0
2936	Pentelorenzneropp3002pp3003pp3005020305自動鉛筆自動出芯	自動鉛筆	818	0
2937	938嚴選日本NWB14吋三節式軟骨石墨覆膜雨刷日系車原廠指定通用勾式NWB三節式軟骨雨刷韓國廠製	雨刷	159	0
2938	力銘500cc500ml05公升附蓋量杯A級刻度量杯塑膠量杯手把量杯調味量杯溶劑量杯塑膠杯子	其他	28	0
2939	HTCButterfly2蝴蝶機蝴蝶2B810x零件拆賣電池尾插排線鏡頭托盤	Butteryfly 2	50	0
2940	武陵三命通會全1冊萬民英頭大大-命理八08BN6	其他	200	0
2941	PandashopEE1-JP143質量投射砲普卡	遊戲王	5	0
2942	二手故障sonyxperia智慧手機如圖廢品賣	其他	99	0
2943	限時特價五六十年代紅歌星成名曲精選招牌歌第六集紫薇張露舒雲靜婷潘迪華潘秀瓊崔萍劉韻凌波葉楓一人一首首本名曲	合輯或其他	399	0
2944	NintendoNDSi原廠電池TWL-003840mAh任天堂現貨	周邊配備	400	0
2945	賣場最便宜PS4二手遊戲出清	角色扮演	300	0
2946	裝飾門神門貼春聯佈置金箔文門神	其他	299	0
2947	韓劇現貨地獄公使劉亞仁金賢珠唯美影音2021	韓劇	280	0
2948	阿卡西紀錄茂琳聖哲曼正版繁體中文	其他	540	0
2949	後緩衝器套孔橡皮：5HK勁戰100SFRSZ小玩子CuxiJOGSweet後叉後避震器襯套bush母秀減震橡皮套	其他避震系統	35	0
2950	多用途洗潔精20公斤	洗碗精	450	0
2951	贈送潤滑液STAYHARD隱形金剛？特級加強入珠環﹝超值3環組﹞情趣用品男用女用	持久力強化	69	0
2952	現貨代理版全新未拆海洋堂山口式NO74蓋特龍GetterArcGRAGON超可動收藏出清	海洋堂、山口式	1100	0
2953	蛋太郎預定22年2月超取付免定金代理版HobbyStockHS戰姬絕唱瑪麗亞17完成品	其他	5380	0
2954	B-智子x05416;！1:1真跡復制品高清名畫明無可大師方以智高臺松柏圖47x126cm	其他	355	0
2955	JWINGS盒玩CAFEREOJASDFT-4F-21144技術機單賣:06XT-4603x053f7;機	軍事武器	190	0
2956	沉香佛珠手串手鏈108顆念珠沉香木中高拋手串項鏈地攤便宜沉香	貓眼石、景泰藍	510	0
2957	sega三國志大戰卡英雄龍神趙雲蜀五虎將萩谷薰非戰國群雄魏蜀吳呂布曹操	紙牌遊戲	200	0
2958	Olima大條長短毛加厚版彈性極細纖維布魔布16055公分洗車布擦車布吸水布強吸水力浴巾	海綿、布、清潔刷	180	0
2959	軼田書集普通物理第三版ISBN:9789574834372│東華書局│余健治等│泛黃有劃記	大專、大學用書	300	0
2960	全新BenQ明碁液晶電視遙控器適用RC-H11032RV550039RV650050RV6500	電視遙控器	39	0
2961	滿399發貨JPTK304不銹鋼加厚平墊片M3M4M5M6M8M10M12M36圓形平墊圈金屬螺絲介子	其他	72	0
2962	3RGM64816比例椅子地台套裝場景限theo947802下標	其他	1	0
2963	傑寶生活館-時尚牛仔圍裙x1f4a5;迎新年大促銷x1f4a5;台灣現貨-當天出貨牛仔圍裙帆布素色	其他家庭雜貨 	100	0
2964	AquaMarina手動雙向打氣筒SUP	其他戶外用品	399	0
2965	寶馬BMW舊款3系5系Z4X5X6e90e92原裝三鍵智能汽車遙控器鑰匙外殼無電池蓋款不含晶片	其他汽車百貨	450	0
2966	x025c4;柯基賣扭蛋x025ba;現貨BANDAI轉蛋扭蛋我的朋友是熊軟膠公仔P22熊軟膠公仔全4款	轉蛋食玩	95	0
2967	岡山戀香水ONTHEBODYSPA賦活沐浴露-經典以色列死海鹽600g優惠價:330元	清潔沐浴	330	0
2968	現貨AH-00716VERYCOOL牛仔休閒服套裝VCL-1005	服裝	1450	0
2969	SONYXXAXAUltraXZXCXA1XZPxz1xz1compact非滿版鋼化玻璃膜	其他	60	0
2970	遊戲王LIOV-JP039龍裝合體龍之霍普雷白鑽	遊戲王	550	0
2971	4片合售二手裸片CD專輯滾石金韻民歌百大精選15缺2Z169>	合輯或其他	200	0
2972	暖手寶行動電源二合一兩用迷你小隨身便攜式帶學生男女生可愛取暖寶寶蛋冬天季冷捂手保暖神器usb防爆新款禮盒	10000mAh	1650	0
2973	平原小舖遊戲王PAC1-JP041超量變身戰術半鑽	遊戲王	19	0
2974	主動式DP14轉HDMI20轉接頭Megachips29004k60hz支持HDR23公分	轉接線、轉接頭	850	0
2975	養生壺生活日記煮花茶壺電煮壺養生壺家用多功能全自動加厚玻璃壺養身壺	其他	1311	0
2976	百莫假日照常出貨日本Tamatoys保養粉女子校生的肌膚香味自慰套玩具專用保養粉100gTMT	其他	310	0
2977	翔大模型55mm圓頭有刷8520電機專用正反槳_橙含稅	引擎、機體零件 	15	0
2978	24H發貨PS4遊戲片七龍珠異戰2七龍珠異戰二七龍珠2七龍珠2代中文版PS4實體光碟	其他類型	399	0
2979	漫遊淇航PS4二手品俠盜獵車手5GTAV中文版	角色扮演	590	0
2980	47-29軟膠車輪．3mm軸用輪外徑47橡膠輪塑膠輪胎模型車仿真輪玩具車輪子遙控車輪智慧車輪	其他	20	0
2981	通販代購GUST特典版BLUEREFLECTIONTIE帝原聲帶附:特製收納盒1020發售	代買、海外代購	1620	0
2982	XinQi遊戲王20PP-JP004變幻騷靈查詢噗卡普卡	遊戲王	79	0
2983	法律思維與案例研習：請求權基礎理論體系二版任買3本-免運費	民法	490	0
2984	小巧卡包男卡套證件包錢包行駛證一體包大容量多功能女駕駛證皮套凱斯盾數位3C	其他	451	0
2985	視紀音響美國原裝正品小心仿冒品HUBBELL53242孔電源盒93101不銹鋼蓋板601緊迫頭任兩組免運	其他線材	560	0
2986	4mm黑胡桃木三眼圓滑輪船模用高級滑輪系列吉星模型	其他	240	0
2987	紫愛水晶>>高精密圓圓圈鍊925純銀ITALY925長度約403cm鎖骨鍊	其他水晶	250	0
2988	現貨快速出貨乾溼二用真空封口機不挑袋不需要專用袋紋路袋平面袋都可使用真空包裝機封口機真空機	其他家電	1999	0
2989	慧敏小鋪文胸小可愛內衣一片式無痕無鋼圈文胸拉B拉繩綁帶聚攏內衣小胸加厚文胸單件套裝	其他	251	0
2990	100%天然木棉枕台灣人的枕頭重量35台斤	其它枕頭類	760	0
2991	TMG商鋪YGO損傷DBSW-JP002影六武眾玄蕃普鑽	遊戲王	5	0
2992	不鏽鋼水位開關-單球150mm．液面控制器浮球開關液位開關水位控制器液面控制器水控開關	電子電工工具	160	0
2993	100%矽膠原料矽膠管達人15年FORESTERCVT20T節氣門鋼絲耐油專用管免運費送鐵束	其他冷卻系統零件	1500	0
2994	早期遠東商業銀行原木房型寶寶存錢筒	其他商標	600	0
2995	特惠狗狗矽膠手機殼側面卡通柴犬柯基手機殼適用於IPhone1112ProXRXMAXI8	手機保護殼	78	0
2996	城市綠旅行的50種方式－－我的美感練習簿=9789866500572	社會學	29	0
2997	速發：大母神原型分析德埃利希·諾伊曼著；李以洪書528	其他	299	0
2998	HD-39DD1主機板	電視維修零組件	999	0
2999	歐樂克修繕家WD40WD-40防銹油112OZ除銹防銹潤滑油	有機清潔劑	135	0
3000	兒童椅子凳子靠背椅寶寶座椅嬰兒叫叫椅餐椅家用吃飯防摔小孩板凳	其他	642	0
3001	新世界PAC1-JP012電子龍異圖銀字半鑽99-97分	遊戲王	50	0
3002	XinQi遊戲王LVAL-JP078技能禁錮技能稜鏡技能凍結807銀字	遊戲王	25	0
3003	那就戀愛吧！全限BL,首刷，無書卡，無書腰作者：樹要2018，尖端，自藏書大北投二手書店	BL系列	40	0
3004	浴室排水快乾防滑拖鞋鞋底鏤空瀝水速乾一體成形浴室拖鞋漏水拖鞋室內拖鞋海灘拖止滑拖TA145約翰家庭百貨	其他材質	99	0
3005	MAX遊戲王SR05-JP038SD27-JP040SD39-JP040神警神的警告	遊戲王	10	0
3006	LEGO36234177735深藍薄板Plate1x3	零件、配件	4	0
3007	現貨葡萄柚精油30ML原裝法國AromaZone	葡萄柚	330	0
3008	TOMYTOMICA109新車貼DHLTRUCK	其他比例	150	0
3009	130mm廣角桌上立式放大鏡2倍6倍摺疊放大鏡放大鏡立式放大鏡LED珠寶電子維修大鏡面帶刻度放大鏡	文具、辦公用品	175	0
3010	360度旋轉四方頭套筒連接桿風批電動套筒143812連接轉換桿	工具組套裝	66	0
3011	超值硬幣瑞士1969年絕版1-2RAPPEN錢幣二枚一組，配套用少見	歐洲錢幣 	50	0
3012	一鑫餐具素面大圓匙濃湯匙西餐湯匙高級湯匙牛排湯匙厚湯匙厚料湯匙	匙/勺	10	0
3013	全館滿799免運蔬菜之家007-B19松格牌不銹鋼網狀灑水器型號123全長:約29公分接上水管即可使用	其他園藝用具	179	0
3014	威盛國際HEAD網球拍袋Djokovic喬克維奇2支裝背包網球羽球壁球超取免運費283131	網球拍袋	1900	0
3015	三峽貓王的店防水防塵戶外光控開關自動路燈光電開關戶外光線感應開關110-240v光感開關紅外線感應器	其他	279	0
3016	Yong19二手書中國丹膏丸散秘典精裝	古書善本	2000	0
3017	漫步配件中順芯502248高溫型聚合物鋰電池37V帶保護板600mAh80℃1C放電	其他	165	0
3018	接線盒防水接線盒工程ABS塑料戶外防水盒透明蓋接線盒分線盒子室外密封防水箱殼體滿300發貨	其他	65	0
3019	TVC02液壓TL單向節流閥KC-02KC-03流量控制閥04油壓管式調節閥06	其他	200	0
3020	滿300免郵資缺貨中勿下標牛番茄以色列牛番茄抗TY品種每包約15粒以上興農種苗蔬果種子	種子、球根	99999	0
3021	妮薇情趣用品批發極性貓裝！綁帶深V溝線誘惑顯瘦三角腰際吊襪裝NO535435	連身式睡衣	110	0
3022	天才老爸→世一圖解百科翻翻書-翻！太空CF10041圖解小百科翻翻書百科全科百科知識常識	其他	230	0
3023	露天書寶二手書T6一般小說_G3C約會大作戰02-手偶女四系乃_橘公司	亞洲奇幻小說	79	0
3024	建宏>動畫圖解資料庫系統理論：使用SQLServer實作四版李春雄全華9789864639694	大專、大學用書	580	0
3025	簡體書圖解三菱PLC編程108例露露通；bernetta3197	其他	342	0
3026	吃蟹工具蟹鉗大閘蟹三件套螃蟹夾蟹針不銹鋼吃螃蟹工具神器蟹	其他	589	0
3027	VOXOAT30黑膠唱盤內建唱頭放大USB存檔已拆全新	LP傳統唱盤機	3000	0
3028	尚比奧A3S汽車應急啟動電源12V備用電瓶充電寶搭車載救援打火神器SG	其他	800	0
3029	x0ff3b;樵夫休閒趣x0ff3d;1144武器裝備	戰車、裝甲車	2600	0
3030	全館買貴退差價398度陰道高潮的溫度取悅悅動水浴式冰火雙重快感自慰杯幻影杯	持久力強化	290	0
3031	LEGO大補帖全新樂高白色轉角磚2x22357012357PS-70	零件、配件	6	0
3032	GTSGUNHFAVEN25吋6mmCO2直壓左輪手槍銀色CO2出清	其他	2000	0
3033	重磅現貨天官賜福新款天官賜福漫畫白無相面具悲喜面cos道具白衣禍世君吾哭笑面罩	其他	871	0
3034	假面豬玩具雜貨市集現貨SHF絕版SHFiguarts假面騎士3號特價出清	其他	880	0
3035	118LCDModelsMcLaren600LTOrangeLCD18006ORMGM	1:18	3900	0
3036	雅舍二手書店一看就懂台灣文化I遠足文化出版	台灣歷史	150	0
3037	預購大尺碼專屬x02764;x0fe0f;夜店風性感深V低胸拉鍊百搭修身顯瘦長袖上衣XL5XL	長袖上衣	479	0
3038	音樂年華郭富城世界巡演演唱會2場全集演唱會高清MTV2DVD9※全新未拆	演唱會實錄	200	0
3039	DL1-068黑暗斑馬普卡台南OCG巧巧屋普復	遊戲王	5	0
3040	鍛造高硬度輪胎扳手拆胎板手挖胎棒拆胎棒換胎撬棒橇棒翹棒拆卸汽機車輪胎工具長度215MM85吋台灣製造	其他機車百貨	90	0
3041	華碩ASUSENGT220DI1GD2LP1GB顯卡	DDR3	100	0
3042	寶貝屋黃色小鴨冬季包巾多用途包巾黃粉藍810572季節性商品-請先確認有貨再下單	包巾 	598	0
3043	陶x05586;陶吉吉專輯六九樂章69樂章限量版大台柱貼紙金牌大風台灣全新正版未拆下標=直購結標x0266a;天之驕子x0266a;	男歌手	899	0
3044	特價NARDI紅線350MM小凹真皮透氣方向盤ALTISWISHGC8K5K6K7K8MARCH三菱	方向盤	1400	0
3045	紋身綠藻清潔液原裝進口專用高濃縮度綠皂原液消毒殺菌清洗藍藻	其他	441	0
3046	§幸福壁貼§磚牆系列WHP024壁紙自黏防水壁紙壁貼牆貼家具塑膠地板送刮板水平儀	其它壁紙	229	0
3047	公文包適用于LV男士公文包毛氈內膽收納整理內襯袋中袋包中包撐不掉色	公事包	454	0
3048	佳美電器PHILIPS飛利浦萬用黑晶爐HD4998	黑晶爐	1200	0
3049	For-ArduinoUNO-R3控制開發主板單片機傳感器模塊編程學習板套件	其他開發	275	0
3050	預購中華航空波音747客機B-18201機身鑰匙圈	其他	1099	0
3051	LM汽材王國空氣芯COROLLA181993-2000年濾心濾芯過濾器TOYOTA豐田	其他汽車零件	40	0
3052	適配阿迪達斯三葉草BOOST籃球鞋男女跑步鞋圓形型鞋帶原裝白色	鞋類配件	221	0
3053	預防擦撞透明桌腳防撞護角防撞條嬰兒安全防護用品直角透明防撞桌角套D1-00228	其他	8	0
3054	月台中黑殿BS戰魂BSC38BS48-064神海賊船x030ab;x030ea;x030e5;x030d6;x030c7;x030b9;x053f7;-女神x09855;現-	其他紙牌遊戲	40	0
3055	艾瑞森頂級保暖觸屏手套防風手套保暖拉鏈手套觸控式手套騎士手套防寒手套手套滑雪騎車手套保暖手套	手套	59	0
3056	現貨現貨;李卡羅克里昂訊息DNA靈性十二揭密	其他	399	0
3057	霏霧蒸氣VethosDesignFormosa電子果汁30ml非鹽油無焦油無丁	代買、海外代購	500	0
3058	正版2本SIMATICS71500與TIA博途軟件使用指南西門子S7-1200PLC編程及使用指南西門子plc編程入門	其他	1472	0
3059	ModestMussorgskyEdition14CD穆索斯基：作品小全集14CD	古典音樂	3900	0
3060	雪莉原聲電玩遊戲死亡擱淺DeathStranding歌曲集彩膠版	西洋	2100	0
3061	妙管家噴霧式芳香機薰衣草香300ml	其他	75	0
3062	露天書寶二手書T1命理_D5Y風水有關係-五運大開邁向人生順利組_緯來電視網	風水、戡輿	99	0
3063	燕尾式雨刷膠條2929吋FORDFOCUS3代MK320122015雨刷膠條原廠骨架膠條燕尾雨刷	汽車百貨	89	0
3064	斗六小學館預購GSC17FateFGOAssassin沖田J總司超商取付免訂金	其他	5199	0
3065	現貨新款101寸平板電腦S13安卓平板WIFI6G128G雙卡雙待通話平板IPS屏16089	其他	2290	0
3066	御宅族BANDAI代理轉蛋扭蛋哥吉拉HGD07全4種現貨奇異點傑格機械哥吉拉摩斯拉	其他	550	0
3067	誠泰電腦NiteCore奈特柯爾UMS237V12V21700智能充電器充電器萬用充電器18650	其他廠牌	518	0
3068	TAMIYA田宮模型32595美國坦克M4A3E8謝爾曼·EasyEight148	戰車、裝甲車改裝套件	520	0
3069	希代尋找完美情人共1冊法蘭絲瑞頭大大-翻譯小說七12x9	希代柔情系列	20	0
3070	雲林武駟單車連福輪胎26x175輪胎台灣製造自行車輪胎一條優惠價120	輪胎、輪圈	120	0
3071	日本販賣通代購GRANRODEO2nd迷你專輯僕x0305f;x03061;x0306e;群像初回盤	團體	1330	0
3072	鑽石城二手書B152007年初版看圖例學英文文法:80招輕鬆記憶法書角有水痕作者：學研,：漢湘文化,無畫記	英文文法	60	0
3073	MY便宜二手書寫真集7A美少女紀行VOL2	成人雜誌	500	0
3074	油樂園WURTH福士煞車盤清潔劑煞清剎清煞車盤清洗劑碟盤清洗卡鉗清洗HHSDRYLUBE乾性潤滑劑	其他	99	0
3075	A00009清淨淨水店Purerite10英吋棉質PP濾心1微米30元	濾心/配件	30	0
